StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q61,Q29,Q27,Q51,Q52,Q53,Q31,Q30,Q33,Q34,Q32,Q35,Q36,Q37,Q38,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q39_1,Q39_2,Q39_3,Q39_4,Q39_5,Q39_6,Q39_7,Q39_8,Q55,Q56,Q40,Q41,Q42,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q44,Q45,Q6,Q50,Q9,Q25,Q16,Q17,Q46,Q47,Q60,Q65,Q28,Q57,Q58,Q59,Q18,Q19,Q23,Q48,Q49
2025-12-01 12:16:14,2025-12-01 12:26:28,IP Address,100,613,True,2025-12-01 12:26:29,R_5OpjJEqky6zGaco,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,2,1,3,6,5,4,7,Very important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Moderately important,Moderately important,Probably yes,"My choice of school and time-frame for completing a graduate program were dependent on cost of tuition, interim insurance costs, and potential ROI. ",,,,,,,,,,,,Somewhat Positive,"This may allow for an ""easier"" pathway to licensure which could make the CPA more accessible that it had been otherwise. I have heard some concern about the lack of preparation from undergraduate classes alone for some subjects like taxation. ","Areas of coursework to be more specialized or gain a set of skills unique to this course of study, making it an advantageous choice in light of these changes. ",Somewhat attractive,Full-time,Accounting,No,No,Utah,28,No,,,,,,,,
2025-12-01 12:29:44,2025-12-01 12:34:54,IP Address,100,310,True,2025-12-01 12:34:54,R_76AooNALNYTD1S1,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,3,4,1,2,5,6,7,Extremely important,Extremely important,Extremely important,Very important,Moderately important,Extremely important,Moderately important,Very important,Definitely yes,I think the future return on getting a Macc will outweigh the costs to get it.,,,,,,,,,,,,Neutral,"I was always planning on a Macc and the change didn't change anything for me. ",I think now since they aen't nessisary needed for could make them a little more focused on Tax or Audit whatever the student wants to go in to.,Very attractive,Full-time,Accounting,No,No,Utah,23,No,,,,,,,,
2025-12-01 12:37:49,2025-12-01 12:41:55,IP Address,100,245,True,2025-12-01 12:41:55,R_1O8KKay4DhXGD1w,anonymous,EN,Yes,Very likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,1,2,3,4,6,5,7,Extremely important,Extremely important,Very important,Moderately important,Extremely important,Extremely important,Slightly important,Very important,Probably yes,"just getting a masters can help lots in life. Just have to endure a few more years ",,,,,,,,,,,,Somewhat Positive,"It will allow more people to become a CPA, but might also diminish the value of it as well ",,Very attractive,Full-time,Accounting,Yes,No,Utah,24,No,,,,,,,,
2025-12-01 13:19:42,2025-12-01 13:26:47,IP Address,100,424,True,2025-12-01 13:26:47,R_5MluDDaR7dk0BO1,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,4,3,1,2,5,6,7,Extremely important,Very important,Very important,Extremely important,Moderately important,Very important,Very important,Extremely important,Definitely yes,"Working full-time now is more attractive than pursuing a Masters first. My work desires more to give on the job training and get more help now, rather than waiting until later. ",,,,,,,,,,,,Very Positive,"The increased flexibility makes a CPA more attainable for many more individuals. ","If the Masters program worked more directly with companies, and had work count for more credit hours, I would be more likely to pursue a Masters degree because I could start my full-time work while continuing my education. ",Neither attractive nor unattractive,Full-time,Accounting,No,No,Utah,21,No,,,,,,,,
2025-12-01 14:01:54,2025-12-01 14:07:14,IP Address,100,320,True,2025-12-01 14:07:15,R_7P89TsGDb0OaVMA,anonymous,EN,Yes,Somewhat likely,Undergraduate,Significantly increased desire,Significantly increased desire,Yes,,,,,,,,,,2,1,3,4,5,6,7,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Probably yes,I think that learning how to learn is really important and I think that you get that in school I think that employeers still see it as a benefit,,,,,,,,,,,,Somewhat Positive,I think that it helps financially for sure but also it just depends on the person,"I think that having it be more appliciable ",Somewhat attractive,Full-time,Accounting,Yes,No,Utah,25,No,,,,,,,,
2025-12-01 14:31:51,2025-12-01 14:37:34,IP Address,100,343,True,2025-12-01 14:37:35,R_5oiOyKcWE9ZLHdx,anonymous,EN,Yes,Somewhat likely,Undergraduate,Increased desire,Increased desire,Yes,,,,,,,,,,2,3,1,6,4,5,7,Extremely important,Moderately important,Moderately important,Extremely important,Extremely important,Very important,Extremely important,Moderately important,Probably yes,"I think the value of getting a graduate degree would make up for any income that I would lose in paying for tuition, especially if I were to go with the accelerated program that can be done in a year. ",,,,,,,,,,,,Somewhat Positive,"I think opens up more avenues for people to gain education and certification, but I think your pathway would boil down to what you want out of your career and learning. ","I would say that our school does lack more help in getting internships, comparatively to BYU who most students in accounting have a guaranteed job after graduation. I think going beyond meeting the firm efforts would benefit the students. ",Somewhat attractive,Full-time,Accounting,No,No,Utah,23,No,,,,,,,,
2025-12-01 14:41:00,2025-12-01 14:53:28,IP Address,100,748,True,2025-12-01 14:53:29,R_6Kr9TWgZdzGS1hc,anonymous,EN,Yes,Very likely,Undergraduate,No change in desire,No change in desire,Yes,,,,,,,,,,1,2,4,5,6,3,7,Extremely important,Extremely important,Very important,Very important,Moderately important,Very important,Extremely important,Extremely important,Probably yes,"I think an online program like Western Governers is a lot more appealing to me because of the price and time advantage in comparison to an in person degree. ",,,,,,,,,,,,Somewhat Positive,"I think it would still be faster for me personally to get my masters but I can definitely see the appeal for a lot of people. ","I think what would make the graduate program most appealing to me is the potential for finding an actual job. ",Somewhat attractive,Full-time,Accounting,No,No,Utah,19,No,,,,,,,,
2025-12-01 14:44:06,2025-12-01 15:16:42,IP Address,100,1956,True,2025-12-01 15:16:43,R_3ve8G1z8BHxqDX4,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,3,4,1,2,6,5,7,Extremely important,Very important,Very important,Very important,Moderately important,Extremely important,Extremely important,Very important,Probably yes,"I think that continued education is very important and good to always be growing and learning. Grad programs are typically more expensive. It is definitely why im not currently on track to go to grad school. I would love to go to grad school but with my husband and I both in school and his degree requiring grad school we cant afford for me to go at the moment. I do also believe that it will help me have the upper hand when applying to jobs and potential higher pay due to higher education. ",,,,,,,,,,,,Very Positive,"I believe that it can open up new opportunities for people who wont have time to go to grad school or the money. ","I have not taken any grad courses before but i think that being able to have applicable experiences with the things that they learn. Rather than just principles, really giving examples and having them walk through it as if it were a real experience. ",Somewhat attractive,Full-time,Accounting,Yes,No,Utah,23,No,,,,,,,,
2025-12-01 15:08:40,2025-12-01 15:17:04,IP Address,100,504,True,2025-12-01 15:17:04,R_1thY64cWSvtYhIl,anonymous,EN,Yes,Very likely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,1,2,3,6,4,5,7,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Probably yes,I look at is as an opportunity to study more to help prepare later for future opportunities while still having the same opportunities to work.,,,,,,,,,,,,Somewhat Positive,It allows some more flexibility to allow someone to get into the industry and still be able to get the CPA but allowing others to go the traditional route allows for more opportunities.,Having a course to help with starting the CPA studying and help them figure out what they need to focus on to help with the exam and mayeb what they want to do in the industry.,Somewhat attractive,Full-time,Accounting,Yes,No,Utah,25,No,,,,,,,,
2025-12-01 15:12:21,2025-12-01 15:25:10,IP Address,100,768,True,2025-12-01 15:25:10,R_6dv49CSmw86lOcF,anonymous,EN,Yes,Neither likely nor unlikely,Undergraduate,Increased desire,No change in desire,Yes,,,,,,,,,,4,3,1,5,2,6,7,Extremely important,Very important,Very important,Extremely important,Slightly important,Slightly important,Extremely important,Extremely important,Probably yes,"Benefits: another certificate/achievement to add to resume, added knowledge, specializing in a specific area
Cost: Tuition, any future promotions might get pushed back ",,,,,,,,,,,,Somewhat Positive,"I never had a desire to receive a Master's degree at least right now, so knowing licenses and certificates are available with equivalent work experience is positive. ","I don't really know how a graduate program is structured now, but always applying what I am learning is how I learn best.",Somewhat attractive,Full-time,Accounting,No,No,Utah,24,No,,,,,,,,
2025-12-01 15:44:40,2025-12-01 15:49:18,IP Address,100,278,True,2025-12-01 15:49:19,R_51zF4IsKHJuZedr,anonymous,EN,Yes,Somewhat unlikely,Undergraduate,Increased desire,Decreased desire,Yes,,,,,,,,,,6,1,3,5,4,2,7,Moderately important,Extremely important,Extremely important,Extremely important,Very important,Very important,Extremely important,Very important,Might or might not,,,,,,,,,,,,,Very Positive,,,Somewhat attractive,Full-time,Accounting,Yes,No,Utah,25,No,,,,,,,,
2025-12-01 15:45:40,2025-12-01 15:50:01,IP Address,100,260,True,2025-12-01 15:50:01,R_6uQcwNpE6xXehsZ,anonymous,EN,Yes,Very likely,Undergraduate,Increased desire,Increased desire,No,,,,,,,,,,2,3,1,4,5,6,7,Very important,Extremely important,Extremely important,Extremely important,Moderately important,Very important,Extremely important,Extremely important,Probably yes,"Tuition is expensive, but a degree is almost a barrier to entry at most jobs at this point.",,,,,,,,,,,,Somewhat Positive,"An extra year of work was probably my plan anyways, so it just lessens the need for more training.",I think it is important to be taught what to expect on the CPA exam.,Very attractive,Full-time,Accounting,No,No,Utah,24,No,,,,,,,,
